Airline,Source,Destination,Duration,Total stops,Market,Date,Departure_Day,Departure_Month,Departure_Year,Price
Delta,PAR,NYC,841,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,855,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,858,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,864,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,881,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,882,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,891,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,898,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,923,1,PAR-NYC,2022-03-01,1,3,2022,3201.39
Delta,PAR,NYC,660,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,505,0,PAR-NYC,2022-03-02,2,3,2022,2702.16
Delta,PAR,NYC,671,1,PAR-NYC,2022-03-02,2,3,2022,2707.83
Delta,PAR,NYC,665,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-02,2,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-02,2,3,2022,2702.16
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-02,2,3,2022,2702.16
Delta,PAR,NYC,690,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,720,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,740,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,765,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,770,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,825,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,880,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,910,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,960,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,985,1,PAR-NYC,2022-03-02,2,3,2022,2693.52
Delta,PAR,NYC,679,1,PAR-NYC,2022-03-02,2,3,2022,2707.83
Delta,PAR,NYC,728,1,PAR-NYC,2022-03-02,2,3,2022,2707.83
Delta,PAR,NYC,847,1,PAR-NYC,2022-03-02,2,3,2022,2707.83
Delta,PAR,NYC,764,1,PAR-NYC,2022-03-02,2,3,2022,2831.76
Delta,PAR,NYC,798,1,PAR-NYC,2022-03-02,2,3,2022,2831.76
Delta,PAR,NYC,832,1,PAR-NYC,2022-03-02,2,3,2022,2831.76
Delta,PAR,NYC,884,1,PAR-NYC,2022-03-02,2,3,2022,2831.76
Delta,PAR,NYC,902,1,PAR-NYC,2022-03-02,2,3,2022,2831.76
Delta,PAR,NYC,841,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,855,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,858,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,864,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,881,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,882,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,891,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,898,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,923,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,931,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,952,1,PAR-NYC,2022-03-02,2,3,2022,3201.39
Delta,PAR,NYC,665,1,PAR-NYC,2022-03-03,3,3,2022,2693.52
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-03,3,3,2022,2702.16
Delta,PAR,NYC,671,1,PAR-NYC,2022-03-03,3,3,2022,2707.83
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-04,4,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-05,5,3,2022,2702.16
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-06,6,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-07,7,3,2022,2702.16
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-08,8,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-09,9,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-10,10,3,2022,2702.16
Delta,PAR,NYC,671,1,PAR-NYC,2022-03-10,10,3,2022,2707.83
Delta,PAR,NYC,660,1,PAR-NYC,2022-03-11,11,3,2022,2693.52
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-11,11,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-12,12,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-13,13,3,2022,2702.16
Delta,PAR,NYC,665,1,PAR-NYC,2022-03-14,14,3,2022,2693.52
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-14,14,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-15,15,3,2022,2702.16
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-16,16,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-17,17,3,2022,2702.16
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-18,18,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-19,19,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-20,20,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-21,21,3,2022,2702.16
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-22,22,3,2022,2702.16
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-23,23,3,2022,2702.16
Delta,PAR,NYC,668,1,PAR-NYC,2022-03-23,23,3,2022,2707.83
Delta,PAR,NYC,520,0,PAR-NYC,2022-03-24,24,3,2022,2702.16
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-25,25,3,2022,2702.16
Delta,PAR,NYC,668,1,PAR-NYC,2022-03-25,25,3,2022,2707.83
Delta,PAR,NYC,525,0,PAR-NYC,2022-03-26,26,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-27,27,3,2022,2699.19
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-27,27,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-28,28,3,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-03-28,28,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-29,29,3,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-03-29,29,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-30,30,3,2022,2699.19
Delta,PAR,NYC,495,0,PAR-NYC,2022-03-30,30,3,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-31,31,3,2022,2699.19
Delta,PAR,NYC,515,0,PAR-NYC,2022-03-31,31,3,2022,2702.16
Delta,PAR,NYC,666,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,675,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,680,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,720,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,735,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,765,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,770,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,780,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,790,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,810,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,819,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,830,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,850,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,860,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,880,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,944,1,PAR-NYC,2022-03-31,31,3,2022,2693.52
Delta,PAR,NYC,693,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,723,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,781,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,841,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,842,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,849,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,898,1,PAR-NYC,2022-03-31,31,3,2022,2707.83
Delta,PAR,NYC,750,1,PAR-NYC,2022-03-31,31,3,2022,2831.76
Delta,PAR,NYC,774,1,PAR-NYC,2022-03-31,31,3,2022,2831.76
Delta,PAR,NYC,813,1,PAR-NYC,2022-03-31,31,3,2022,2831.76
Delta,PAR,NYC,852,1,PAR-NYC,2022-03-31,31,3,2022,2831.76
Delta,PAR,NYC,917,1,PAR-NYC,2022-03-31,31,3,2022,2831.76
Delta,PAR,NYC,944,1,PAR-NYC,2022-03-31,31,3,2022,2831.76
Delta,PAR,NYC,973,1,PAR-NYC,2022-03-31,31,3,2022,2831.76
Delta,PAR,NYC,850,1,PAR-NYC,2022-03-31,31,3,2022,2954.61
Delta,PAR,NYC,912,1,PAR-NYC,2022-03-31,31,3,2022,2954.61
Delta,PAR,NYC,788,1,PAR-NYC,2022-03-31,31,3,2022,3201.39
Delta,PAR,NYC,798,1,PAR-NYC,2022-03-31,31,3,2022,3201.39
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-01,1,4,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-01,1,4,2022,2702.16
Delta,PAR,NYC,650,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,495,0,PAR-NYC,2022-04-01,1,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-01,1,4,2022,2702.16
Delta,PAR,NYC,666,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,675,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,735,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,765,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,770,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,780,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,790,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,810,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,819,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,830,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,850,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,859,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,860,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,880,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,944,1,PAR-NYC,2022-04-01,1,4,2022,2693.52
Delta,PAR,NYC,693,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,723,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,781,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,842,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,849,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,898,1,PAR-NYC,2022-04-01,1,4,2022,2707.83
Delta,PAR,NYC,750,1,PAR-NYC,2022-04-01,1,4,2022,2831.76
Delta,PAR,NYC,813,1,PAR-NYC,2022-04-01,1,4,2022,2831.76
Delta,PAR,NYC,913,1,PAR-NYC,2022-04-01,1,4,2022,2831.76
Delta,PAR,NYC,917,1,PAR-NYC,2022-04-01,1,4,2022,2831.76
Delta,PAR,NYC,912,1,PAR-NYC,2022-04-01,1,4,2022,2954.61
Delta,PAR,NYC,788,1,PAR-NYC,2022-04-01,1,4,2022,3201.39
Delta,PAR,NYC,798,1,PAR-NYC,2022-04-01,1,4,2022,3201.39
Delta,PAR,NYC,817,1,PAR-NYC,2022-04-01,1,4,2022,3201.39
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-01,1,4,2022,3201.39
Delta,PAR,NYC,843,1,PAR-NYC,2022-04-01,1,4,2022,3201.39
Delta,PAR,NYC,846,1,PAR-NYC,2022-04-01,1,4,2022,3201.39
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-02,2,4,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-02,2,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-03,3,4,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-03,3,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-04,4,4,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-04,4,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-05,5,4,2022,2699.19
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-05,5,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-06,6,4,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-06,6,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-07,7,4,2022,2699.19
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-07,7,4,2022,2702.16
Delta,PAR,NYC,675,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,680,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,720,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,735,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,765,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,770,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,780,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,790,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,810,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,819,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,830,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,850,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,859,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,860,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,880,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,944,1,PAR-NYC,2022-04-07,7,4,2022,2693.52
Delta,PAR,NYC,495,0,PAR-NYC,2022-04-07,7,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-07,7,4,2022,2702.16
Delta,PAR,NYC,666,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,693,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,723,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,781,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,842,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,849,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,898,1,PAR-NYC,2022-04-07,7,4,2022,2707.83
Delta,PAR,NYC,750,1,PAR-NYC,2022-04-07,7,4,2022,2831.76
Delta,PAR,NYC,774,1,PAR-NYC,2022-04-07,7,4,2022,2831.76
Delta,PAR,NYC,813,1,PAR-NYC,2022-04-07,7,4,2022,2831.76
Delta,PAR,NYC,917,1,PAR-NYC,2022-04-07,7,4,2022,2831.76
Delta,PAR,NYC,912,1,PAR-NYC,2022-04-07,7,4,2022,2954.61
Delta,PAR,NYC,788,1,PAR-NYC,2022-04-07,7,4,2022,3201.39
Delta,PAR,NYC,798,1,PAR-NYC,2022-04-07,7,4,2022,3201.39
Delta,PAR,NYC,817,1,PAR-NYC,2022-04-07,7,4,2022,3201.39
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-07,7,4,2022,3201.39
Delta,PAR,NYC,843,1,PAR-NYC,2022-04-07,7,4,2022,3201.39
Delta,PAR,NYC,846,1,PAR-NYC,2022-04-07,7,4,2022,3201.39
Delta,PAR,NYC,650,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-08,8,4,2022,2699.19
Delta,PAR,NYC,495,0,PAR-NYC,2022-04-08,8,4,2022,2702.16
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-08,8,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-08,8,4,2022,2702.16
Delta,PAR,NYC,675,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,680,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,689,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,720,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,735,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,765,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,770,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,780,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,790,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,810,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,819,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,830,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,850,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,859,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,860,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,880,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,944,1,PAR-NYC,2022-04-08,8,4,2022,2693.52
Delta,PAR,NYC,666,1,PAR-NYC,2022-04-08,8,4,2022,2707.83
Delta,PAR,NYC,693,1,PAR-NYC,2022-04-08,8,4,2022,2707.83
Delta,PAR,NYC,723,1,PAR-NYC,2022-04-08,8,4,2022,2707.83
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-08,8,4,2022,2707.83
Delta,PAR,NYC,842,1,PAR-NYC,2022-04-08,8,4,2022,2707.83
Delta,PAR,NYC,849,1,PAR-NYC,2022-04-08,8,4,2022,2707.83
Delta,PAR,NYC,898,1,PAR-NYC,2022-04-08,8,4,2022,2707.83
Delta,PAR,NYC,750,1,PAR-NYC,2022-04-08,8,4,2022,2831.76
Delta,PAR,NYC,813,1,PAR-NYC,2022-04-08,8,4,2022,2831.76
Delta,PAR,NYC,913,1,PAR-NYC,2022-04-08,8,4,2022,2831.76
Delta,PAR,NYC,917,1,PAR-NYC,2022-04-08,8,4,2022,2831.76
Delta,PAR,NYC,912,1,PAR-NYC,2022-04-08,8,4,2022,2954.61
Delta,PAR,NYC,788,1,PAR-NYC,2022-04-08,8,4,2022,3201.39
Delta,PAR,NYC,798,1,PAR-NYC,2022-04-08,8,4,2022,3201.39
Delta,PAR,NYC,817,1,PAR-NYC,2022-04-08,8,4,2022,3201.39
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-08,8,4,2022,3201.39
Delta,PAR,NYC,843,1,PAR-NYC,2022-04-08,8,4,2022,3201.39
Delta,PAR,NYC,846,1,PAR-NYC,2022-04-08,8,4,2022,3201.39
Delta,PAR,NYC,881,1,PAR-NYC,2022-04-08,8,4,2022,3201.39
Delta,PAR,NYC,650,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-09,9,4,2022,2699.19
Delta,PAR,NYC,495,0,PAR-NYC,2022-04-09,9,4,2022,2702.16
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-09,9,4,2022,2702.16
Delta,PAR,NYC,675,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,680,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,689,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,720,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,735,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,765,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,770,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,780,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,790,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,810,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,819,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,830,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,850,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,859,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,860,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,880,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,920,1,PAR-NYC,2022-04-09,9,4,2022,2693.52
Delta,PAR,NYC,693,1,PAR-NYC,2022-04-09,9,4,2022,2707.83
Delta,PAR,NYC,781,1,PAR-NYC,2022-04-09,9,4,2022,2707.83
Delta,PAR,NYC,849,1,PAR-NYC,2022-04-09,9,4,2022,2707.83
Delta,PAR,NYC,813,1,PAR-NYC,2022-04-09,9,4,2022,2831.76
Delta,PAR,NYC,852,1,PAR-NYC,2022-04-09,9,4,2022,2831.76
Delta,PAR,NYC,850,1,PAR-NYC,2022-04-09,9,4,2022,2954.61
Delta,PAR,NYC,788,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,798,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,805,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,817,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,840,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,843,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,846,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,859,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,877,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,881,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,886,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,918,1,PAR-NYC,2022-04-09,9,4,2022,3201.39
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-10,10,4,2022,2699.19
Delta,PAR,NYC,495,0,PAR-NYC,2022-04-10,10,4,2022,2702.16
Delta,PAR,NYC,510,0,PAR-NYC,2022-04-10,10,4,2022,2702.16
Delta,PAR,NYC,515,0,PAR-NYC,2022-04-10,10,4,2022,2702.16
Delta,PAR,NYC,675,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,689,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,720,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,765,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,780,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,790,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,810,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,819,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,850,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,859,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,860,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,880,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,944,1,PAR-NYC,2022-04-10,10,4,2022,2693.52
Delta,PAR,NYC,666,1,PAR-NYC,2022-04-10,10,4,2022,2707.83
Delta,PAR,NYC,693,1,PAR-NYC,2022-04-10,10,4,2022,2707.83
Delta,PAR,NYC,723,1,PAR-NYC,2022-04-10,10,4,2022,2707.83
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-10,10,4,2022,2707.83
Delta,PAR,NYC,842,1,PAR-NYC,2022-04-10,10,4,2022,2707.83
Delta,PAR,NYC,849,1,PAR-NYC,2022-04-10,10,4,2022,2707.83
Delta,PAR,NYC,898,1,PAR-NYC,2022-04-10,10,4,2022,2707.83
Delta,PAR,NYC,750,1,PAR-NYC,2022-04-10,10,4,2022,2831.76
Delta,PAR,NYC,774,1,PAR-NYC,2022-04-10,10,4,2022,2831.76
Delta,PAR,NYC,813,1,PAR-NYC,2022-04-10,10,4,2022,2831.76
Delta,PAR,NYC,894,1,PAR-NYC,2022-04-10,10,4,2022,2831.76
Delta,PAR,NYC,913,1,PAR-NYC,2022-04-10,10,4,2022,2831.76
Delta,PAR,NYC,917,1,PAR-NYC,2022-04-10,10,4,2022,2831.76
Delta,PAR,NYC,912,1,PAR-NYC,2022-04-10,10,4,2022,2954.61
Delta,PAR,NYC,788,1,PAR-NYC,2022-04-10,10,4,2022,3201.39
Delta,PAR,NYC,798,1,PAR-NYC,2022-04-10,10,4,2022,3201.39
Delta,PAR,NYC,803,1,PAR-NYC,2022-04-10,10,4,2022,3201.39
Delta,PAR,NYC,817,1,PAR-NYC,2022-04-10,10,4,2022,3201.39
Delta,PAR,NYC,841,1,PAR-NYC,2022-04-10,10,4,2022,3201.39
