Airline,Source,Destination,Duration,Total stops,Market,Date,Departure_Day,Departure_Month,Departure_Year,Price
Delta,NYC,PAR,610,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,660,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,665,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,685,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,700,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,705,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,706,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,715,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,730,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,740,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,615,1,NYC-PAR,2022-02-01,1,2,2022,389.34
Delta,NYC,PAR,620,1,NYC-PAR,2022-02-01,1,2,2022,389.34
Delta,NYC,PAR,746,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,755,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,765,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,770,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,775,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,779,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,780,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,785,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,790,1,NYC-PAR,2022-02-01,1,2,2022,369.9
Delta,NYC,PAR,440,0,NYC-PAR,2022-02-02,2,2,2022,365.31
Delta,NYC,PAR,610,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,651,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,660,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,665,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,680,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,685,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,700,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,705,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,706,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,715,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,730,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,740,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,746,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,755,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,765,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,770,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,775,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,779,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,820,1,NYC-PAR,2022-02-02,2,2,2022,369.9
Delta,NYC,PAR,610,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,615,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,620,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,670,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,705,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,730,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,785,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,825,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,860,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,880,1,NYC-PAR,2022-02-02,2,2,2022,389.34
Delta,NYC,PAR,795,1,NYC-PAR,2022-02-02,2,2,2022,392.85
Delta,NYC,PAR,610,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,651,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,660,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,665,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,680,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,685,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,700,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,705,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,706,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,715,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,730,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,740,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,746,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,755,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,765,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,775,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,779,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,780,1,NYC-PAR,2022-02-06,6,2,2022,369.9
Delta,NYC,PAR,450,0,NYC-PAR,2022-02-11,11,2,2022,416.07
Delta,NYC,PAR,450,0,NYC-PAR,2022-02-21,21,2,2022,365.31
Delta,NYC,PAR,610,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,615,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,620,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,660,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,665,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,685,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,700,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,705,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,706,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,715,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,730,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,740,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,746,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,755,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,765,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,775,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,779,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,820,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,850,1,NYC-PAR,2022-02-21,21,2,2022,369.9
Delta,NYC,PAR,670,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,730,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,785,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,825,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,860,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,880,1,NYC-PAR,2022-02-21,21,2,2022,389.34
Delta,NYC,PAR,795,1,NYC-PAR,2022-02-21,21,2,2022,392.85
Delta,NYC,PAR,430,0,NYC-PAR,2022-03-03,3,3,2022,416.07
Delta,NYC,PAR,660,1,NYC-PAR,2022-03-03,3,3,2022,420.39
Delta,NYC,PAR,665,1,NYC-PAR,2022-03-03,3,3,2022,420.39
Delta,NYC,PAR,700,1,NYC-PAR,2022-03-03,3,3,2022,420.39
Delta,NYC,PAR,755,1,NYC-PAR,2022-03-03,3,3,2022,420.39
Delta,NYC,PAR,775,1,NYC-PAR,2022-03-03,3,3,2022,420.39
Delta,NYC,PAR,780,1,NYC-PAR,2022-03-03,3,3,2022,420.39
Delta,NYC,PAR,610,1,NYC-PAR,2022-03-03,3,3,2022,440.1
Delta,NYC,PAR,615,1,NYC-PAR,2022-03-03,3,3,2022,440.1
Delta,NYC,PAR,620,1,NYC-PAR,2022-03-03,3,3,2022,440.1
Delta,NYC,PAR,705,1,NYC-PAR,2022-03-03,3,3,2022,440.1
Delta,NYC,PAR,610,1,NYC-PAR,2022-03-03,3,3,2022,446.85
Delta,NYC,PAR,690,1,NYC-PAR,2022-03-03,3,3,2022,446.85
Delta,NYC,PAR,440,0,NYC-PAR,2022-03-13,13,3,2022,365.31
Delta,NYC,PAR,450,0,NYC-PAR,2022-03-17,17,3,2022,416.07
Delta,NYC,PAR,725,1,NYC-PAR,2022-03-17,17,3,2022,420.39
Delta,NYC,PAR,745,1,NYC-PAR,2022-03-17,17,3,2022,420.39
Delta,NYC,PAR,580,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,615,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,620,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,665,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,840,1,NYC-PAR,2022-03-17,17,3,2022,420.39
Delta,NYC,PAR,860,1,NYC-PAR,2022-03-17,17,3,2022,420.39
Delta,NYC,PAR,885,1,NYC-PAR,2022-03-17,17,3,2022,420.39
Delta,NYC,PAR,730,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,745,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,785,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,795,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,825,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,860,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,880,1,NYC-PAR,2022-03-17,17,3,2022,440.1
Delta,NYC,PAR,700,1,NYC-PAR,2022-03-17,17,3,2022,446.85
Delta,NYC,PAR,740,1,NYC-PAR,2022-03-17,17,3,2022,446.85
Delta,NYC,PAR,750,1,NYC-PAR,2022-03-17,17,3,2022,446.85
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-17,17,3,2022,446.85
Delta,NYC,PAR,765,1,NYC-PAR,2022-03-17,17,3,2022,446.85
Delta,NYC,PAR,830,1,NYC-PAR,2022-03-17,17,3,2022,446.85
Delta,NYC,PAR,850,1,NYC-PAR,2022-03-17,17,3,2022,446.85
Delta,NYC,PAR,690,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,710,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,720,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,725,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,735,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,790,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,835,1,NYC-PAR,2022-03-17,17,3,2022,522.72
Delta,NYC,PAR,450,0,NYC-PAR,2022-03-19,19,3,2022,416.07
Delta,NYC,PAR,440,0,NYC-PAR,2022-03-20,20,3,2022,365.31
Delta,NYC,PAR,555,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,675,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,700,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,720,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,736,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,750,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,795,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,835,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,840,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,850,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,860,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,885,1,NYC-PAR,2022-03-20,20,3,2022,369.9
Delta,NYC,PAR,580,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,615,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,620,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,665,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,730,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,745,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,795,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,825,1,NYC-PAR,2022-03-20,20,3,2022,389.34
Delta,NYC,PAR,830,1,NYC-PAR,2022-03-20,20,3,2022,499.5
Delta,NYC,PAR,611,1,NYC-PAR,2022-03-20,20,3,2022,575.1
Delta,NYC,PAR,670,1,NYC-PAR,2022-03-20,20,3,2022,575.1
Delta,NYC,PAR,690,1,NYC-PAR,2022-03-20,20,3,2022,575.1
Delta,NYC,PAR,711,1,NYC-PAR,2022-03-20,20,3,2022,575.1
Delta,NYC,PAR,740,1,NYC-PAR,2022-03-20,20,3,2022,575.1
Delta,NYC,PAR,790,1,NYC-PAR,2022-03-20,20,3,2022,575.1
Delta,NYC,PAR,835,1,NYC-PAR,2022-03-20,20,3,2022,575.1
Delta,NYC,PAR,710,1,NYC-PAR,2022-03-20,20,3,2022,944.19
Delta,NYC,PAR,745,1,NYC-PAR,2022-03-20,20,3,2022,944.19
Delta,NYC,PAR,720,1,NYC-PAR,2022-03-20,20,3,2022,3397.41
Delta,NYC,PAR,430,0,NYC-PAR,2022-03-21,21,3,2022,365.31
Delta,NYC,PAR,440,0,NYC-PAR,2022-03-21,21,3,2022,365.31
Delta,NYC,PAR,450,0,NYC-PAR,2022-03-21,21,3,2022,365.31
Delta,NYC,PAR,440,0,NYC-PAR,2022-03-22,22,3,2022,365.31
Delta,NYC,PAR,620,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,611,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,670,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,700,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,710,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,720,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,725,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,735,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,740,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,745,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,750,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,765,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,790,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,806,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,835,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,840,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,850,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,860,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,875,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,885,1,NYC-PAR,2022-03-22,22,3,2022,369.9
Delta,NYC,PAR,580,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,610,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,615,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,665,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,705,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,730,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,745,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,795,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,825,1,NYC-PAR,2022-03-22,22,3,2022,389.34
Delta,NYC,PAR,670,1,NYC-PAR,2022-03-22,22,3,2022,594.81
Delta,NYC,PAR,440,0,NYC-PAR,2022-03-23,23,3,2022,365.31
Delta,NYC,PAR,555,1,NYC-PAR,2022-03-23,23,3,2022,369.9
Delta,NYC,PAR,611,1,NYC-PAR,2022-03-23,23,3,2022,369.9
Delta,NYC,PAR,670,1,NYC-PAR,2022-03-23,23,3,2022,369.9
Delta,NYC,PAR,450,0,NYC-PAR,2022-03-26,26,3,2022,416.07
Delta,NYC,PAR,460,0,NYC-PAR,2022-03-27,27,3,2022,365.31
Delta,NYC,PAR,605,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,615,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,616,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,675,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,676,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,719,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,725,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,735,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,750,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,770,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,780,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,785,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,795,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,815,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,825,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,855,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,900,1,NYC-PAR,2022-03-27,27,3,2022,369.9
Delta,NYC,PAR,595,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,610,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,620,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,625,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,655,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,680,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,710,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,740,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,805,1,NYC-PAR,2022-03-27,27,3,2022,389.34
Delta,NYC,PAR,605,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,615,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,616,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,675,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,676,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,719,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,725,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,735,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,750,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,770,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,780,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,785,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,795,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,815,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,825,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,855,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,900,1,NYC-PAR,2022-03-28,28,3,2022,369.9
Delta,NYC,PAR,595,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,610,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,620,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,625,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,655,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,680,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,710,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,740,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,805,1,NYC-PAR,2022-03-28,28,3,2022,389.34
Delta,NYC,PAR,695,1,NYC-PAR,2022-03-28,28,3,2022,499.5
Delta,NYC,PAR,705,1,NYC-PAR,2022-03-28,28,3,2022,499.5
Delta,NYC,PAR,800,1,NYC-PAR,2022-03-28,28,3,2022,499.5
Delta,NYC,PAR,825,1,NYC-PAR,2022-03-28,28,3,2022,499.5
Delta,NYC,PAR,700,1,NYC-PAR,2022-03-28,28,3,2022,575.1
Delta,NYC,PAR,651,1,NYC-PAR,2022-03-28,28,3,2022,944.19
Delta,NYC,PAR,605,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,615,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,616,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,675,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,676,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,719,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,725,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,735,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,750,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,770,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,780,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,785,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,795,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,815,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,825,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,855,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,900,1,NYC-PAR,2022-03-29,29,3,2022,369.9
Delta,NYC,PAR,450,0,NYC-PAR,2022-03-31,31,3,2022,365.31
Delta,NYC,PAR,450,0,NYC-PAR,2022-04-01,1,4,2022,365.31
Delta,NYC,PAR,450,0,NYC-PAR,2022-04-05,5,4,2022,365.31
Delta,NYC,PAR,605,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,615,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,616,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,675,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,676,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,690,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,700,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,719,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,725,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,735,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,760,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,770,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,775,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,780,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,785,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,790,1,NYC-PAR,2022-04-05,5,4,2022,369.9
Delta,NYC,PAR,795,1,NYC-PAR,2022-04-05,5,4,2022,369.9
